"mmwr_week","week","week_start","week_end","season","pathogen","siteno","sitename","year","target_wkavg_concentration","conc_toplot","wkavg_val","wkavg_val_category","row_id"
"202332","32","08/06/2023","08/12/2023","2022-2023","Influenza A","999","All sites","2023","873.21428571429","8.94112083212","0","Minimal","202332-999-Influenza A"
"202328","28","07/09/2023","07/15/2023","2022-2023","SARS-CoV-2","11","125th St PS","2023","27,975","10.4467700952","2.3","Low","202328-11-SARS-CoV-2"
"202548","48","11/23/2025","11/29/2025","2025-2026","Influenza A","10","Racine Ave PS","2025","3,900","9.59106460703","1","Minimal","202548-10-Influenza A"
"202221","21","05/22/2022","05/28/2022","2021-2022","Influenza B","999","All sites","2022",,,"0","Minimal","202221-999-Influenza B"
"202216","16","04/17/2022","04/23/2022","2021-2022","Influenza B","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202216-5-Influenza B"
"202535","35","08/24/2025","08/30/2025","2024-2025","Influenza B","9","North Branch PS","2025","0",,"0","Minimal","202535-9-Influenza B"
"202522","22","05/25/2025","05/31/2025","2024-2025","SARS-CoV-2","10","Racine Ave PS","2025","41,625","10.61935424651","1.6","Minimal","202522-10-SARS-CoV-2"
"202413","13","03/24/2024","03/30/2024","2023-2024","SARS-CoV-2","5","Chicago Lawn/Ashburn","2024","85,275","10.93082172808","2.7","Low","202413-5-SARS-CoV-2"
"202540","40","09/28/2025","10/04/2025","2025-2026","RSV","6","West Pullman/Roseland","2025","0",,"0","Minimal","202540-6-RSV"
"202348","48","11/26/2023","12/02/2023","2023-2024","SARS-CoV-2","5","Chicago Lawn/Ashburn","2023","2,989,500","12.47559855776","26.1","Very High","202348-5-SARS-CoV-2"
"202521","21","05/18/2025","05/24/2025","2024-2025","RSV","10","Racine Ave PS","2025","5,925","9.77268835468","2.4","Minimal","202521-10-RSV"
"202428","28","07/07/2024","07/13/2024","2023-2024","Influenza A","9","North Branch PS","2024","0",,"0","Minimal","202428-9-Influenza A"
"202514","14","03/30/2025","04/05/2025","2024-2025","SARS-CoV-2","8","Little Village","2025","217,875","11.33820740012","4.7","Moderate","202514-8-SARS-CoV-2"
"202541","41","10/05/2025","10/11/2025","2025-2026","RSV","10","Racine Ave PS","2025","0",,"0","Minimal","202541-10-RSV"
"202528","28","07/06/2025","07/12/2025","2024-2025","Influenza B","5","Chicago Lawn/Ashburn","2025","0",,"0","Minimal","202528-5-Influenza B"
"202237","37","09/11/2022","09/17/2022","2021-2022","Influenza A","999","All sites","2022",,,"0","Minimal","202237-999-Influenza A"
"202324","24","06/11/2023","06/17/2023","2022-2023","RSV","6","West Pullman/Roseland","2023","1,987.5","9.29830713733","1","Minimal","202324-6-RSV"
"202319","19","05/07/2023","05/13/2023","2022-2023","RSV","11","125th St PS","2023","0",,"0","Minimal","202319-11-RSV"
"202538","38","09/14/2025","09/20/2025","2024-2025","Influenza B","6","West Pullman/Roseland","2025","0",,"0","Minimal","202538-6-Influenza B"
"202321","21","05/21/2023","05/27/2023","2022-2023","SARS-CoV-2","10","Racine Ave PS","2023","30,000","10.47712125472","2.1","Low","202321-10-SARS-CoV-2"
"202529","29","07/13/2025","07/19/2025","2024-2025","RSV","11","125th St PS","2025","0",,"0","Minimal","202529-11-RSV"
"202531","31","07/27/2025","08/02/2025","2024-2025","SARS-CoV-2","8","Little Village","2025","36,000","10.55630250077","1.3","Minimal","202531-8-SARS-CoV-2"
"202425","25","06/16/2024","06/22/2024","2023-2024","SARS-CoV-2","6","West Pullman/Roseland","2024","22,987.5","10.36149174225","2","Minimal","202425-6-SARS-CoV-2"
"202237","37","09/11/2022","09/17/2022","2021-2022","RSV","4","Austin/Montclare","2022",,,"0","Minimal","202237-4-RSV"
"202340","40","10/01/2023","10/07/2023","2023-2024","Influenza B","10","Racine Ave PS","2023","0",,"0","Minimal","202340-10-Influenza B"
"202525","25","06/15/2025","06/21/2025","2024-2025","RSV","10","Racine Ave PS","2025","1,987.5","9.29830713733","1","Minimal","202525-10-RSV"
"202534","34","08/17/2025","08/23/2025","2024-2025","Influenza B","999","All sites","2025","0",,"0","Minimal","202534-999-Influenza B"
"202337","37","09/10/2023","09/16/2023","2022-2023","SARS-CoV-2","10","Racine Ave PS","2023","211,537.5","11.32538736745","4.8","Moderate","202337-10-SARS-CoV-2"
"202230","30","07/24/2022","07/30/2022","2021-2022","RSV","999","All sites","2022",,,"0","Minimal","202230-999-RSV"
"202340","40","10/01/2023","10/07/2023","2023-2024","RSV","9","North Branch PS","2023","3,937.5","9.5952205668","1.7","Minimal","202340-9-RSV"
"202410","10","03/03/2024","03/09/2024","2023-2024","SARS-CoV-2","4","Austin/Montclare","2024","220,350","11.34311305485","4.2","Moderate","202410-4-SARS-CoV-2"
"202514","14","03/30/2025","04/05/2025","2024-2025","Influenza B","9","North Branch PS","2025","0",,"0","Minimal","202514-9-Influenza B"
"202320","20","05/14/2023","05/20/2023","2022-2023","RSV","6","West Pullman/Roseland","2023","0",,"0","Minimal","202320-6-RSV"
"202429","29","07/14/2024","07/20/2024","2023-2024","Influenza B","10","Racine Ave PS","2024","0",,"0","Minimal","202429-10-Influenza B"
"202434","34","08/18/2024","08/24/2024","2023-2024","Influenza B","11","125th St PS","2024","0",,"0","Minimal","202434-11-Influenza B"
"202510","10","03/02/2025","03/08/2025","2024-2025","RSV","11","125th St PS","2025","2,100","9.32221929473","1","Minimal","202510-11-RSV"
"202419","19","05/05/2024","05/11/2024","2023-2024","SARS-CoV-2","11","125th St PS","2024","34,050","10.53211711625","4.4","Moderate","202419-11-SARS-CoV-2"
"202507","7","02/09/2025","02/15/2025","2024-2025","Influenza A","9","North Branch PS","2025","113,587.5","11.05533054106","13.8","High","202507-9-Influenza A"
"202549","49","11/30/2025","12/06/2025","2025-2026","SARS-CoV-2","8","Little Village","2025","149,475","11.17456856209","3.5","Moderate","202549-8-SARS-CoV-2"
"202403","3","01/14/2024","01/20/2024","2023-2024","Influenza A","999","All sites","2024","61,730.3571428571","10.7904987896","0","Minimal","202403-999-Influenza A"
"202541","41","10/05/2025","10/11/2025","2025-2026","Influenza A","5","Chicago Lawn/Ashburn","2025","0",,"0","Minimal","202541-5-Influenza A"
"202513","13","03/23/2025","03/29/2025","2024-2025","SARS-CoV-2","10","Racine Ave PS","2025","154,837.5","11.1898761506","3.8","Moderate","202513-10-SARS-CoV-2"
"202421","21","05/19/2024","05/25/2024","2023-2024","RSV","11","125th St PS","2024","0",,"0","Minimal","202421-11-RSV"
"202542","42","10/12/2025","10/18/2025","2025-2026","Influenza A","8","Little Village","2025","2,575","9.41077723338","1","Minimal","202542-8-Influenza A"
"202349","49","12/03/2023","12/09/2023","2023-2024","SARS-CoV-2","10","Racine Ave PS","2023","1,264,950","12.10207335938","13.3","Very High","202349-10-SARS-CoV-2"
"202341","41","10/08/2023","10/14/2023","2023-2024","Influenza A","10","Racine Ave PS","2023","0",,"0","Minimal","202341-10-Influenza A"
"202538","38","09/14/2025","09/20/2025","2024-2025","Influenza A","6","West Pullman/Roseland","2025","0",,"0","Minimal","202538-6-Influenza A"
"202514","14","03/30/2025","04/05/2025","2024-2025","SARS-CoV-2","5","Chicago Lawn/Ashburn","2025","119,962.5","11.07904550781","3.4","Low","202514-5-SARS-CoV-2"
"202523","23","06/01/2025","06/07/2025","2024-2025","SARS-CoV-2","9","North Branch PS","2025","91,837.5","10.96302005285","1.9","Minimal","202523-9-SARS-CoV-2"
"202550","50","12/07/2025","12/13/2025","2025-2026","Influenza B","999","All sites","2025","535.71428571429","8.72893322771","0","Minimal","202550-999-Influenza B"
"202248","48","11/27/2022","12/03/2022","2022-2023","Influenza A","999","All sites","2022","243,243.75","11.38604169015","21.8","Very High","202248-999-Influenza A"
"202542","42","10/12/2025","10/18/2025","2025-2026","RSV","8","Little Village","2025","1,912.5","9.28160144383","1","Minimal","202542-8-RSV"
"202410","10","03/03/2024","03/09/2024","2023-2024","RSV","6","West Pullman/Roseland","2024","62,962.5","10.79908196387","9.9","High","202410-6-RSV"
"202506","6","02/02/2025","02/08/2025","2024-2025","Influenza B","4","Austin/Montclare","2025","4,500","9.65321251378","2.8","Low","202506-4-Influenza B"
"202518","18","04/27/2025","05/03/2025","2024-2025","RSV","11","125th St PS","2025","0",,"0","Minimal","202518-11-RSV"
"202547","47","11/16/2025","11/22/2025","2025-2026","RSV","9","North Branch PS","2025","0",,"0","Minimal","202547-9-RSV"
"202434","34","08/18/2024","08/24/2024","2023-2024","SARS-CoV-2","6","West Pullman/Roseland","2024","20,475","10.31122391043","1.9","Minimal","202434-6-SARS-CoV-2"
"202232","32","08/07/2022","08/13/2022","2021-2022","RSV","999","All sites","2022",,,"0","Minimal","202232-999-RSV"
"202514","14","03/30/2025","04/05/2025","2024-2025","RSV","6","West Pullman/Roseland","2025","11,887.5","10.07509052995","2.5","Minimal","202514-6-RSV"
"202239","39","09/25/2022","10/01/2022","2021-2022","RSV","6","West Pullman/Roseland","2022",,,"0","Minimal","202239-6-RSV"
"202536","36","08/31/2025","09/06/2025","2024-2025","SARS-CoV-2","11","125th St PS","2025","31,762.5","10.50191467806","2.4","Low","202536-11-SARS-CoV-2"
"202250","50","12/11/2022","12/17/2022","2022-2023","SARS-CoV-2","4","Austin/Montclare","2022","3,044,625","12.48353380913","23.3","Very High","202250-4-SARS-CoV-2"
"202547","47","11/16/2025","11/22/2025","2025-2026","Influenza B","4","Austin/Montclare","2025","0",,"0","Minimal","202547-4-Influenza B"
"202342","42","10/15/2023","10/21/2023","2023-2024","SARS-CoV-2","11","125th St PS","2023","80,850","10.90768002424","4.9","Moderate","202342-11-SARS-CoV-2"
"202451","51","12/15/2024","12/21/2024","2024-2025","Influenza B","11","125th St PS","2024","0",,"0","Minimal","202451-11-Influenza B"
"202451","51","12/15/2024","12/21/2024","2024-2025","SARS-CoV-2","999","All sites","2024","376,146.428571429","11.57535694264","6.6","High","202451-999-SARS-CoV-2"
"202549","49","11/30/2025","12/06/2025","2025-2026","SARS-CoV-2","5","Chicago Lawn/Ashburn","2025","71,587.5","10.85483719612","2.4","Low","202549-5-SARS-CoV-2"
"202318","18","04/30/2023","05/06/2023","2022-2023","Influenza B","4","Austin/Montclare","2023","10,950","10.03941411918","3.7","Low","202318-4-Influenza B"
"202404","4","01/21/2024","01/27/2024","2023-2024","Influenza A","5","Chicago Lawn/Ashburn","2024","20,137.5","10.30400555343","3.2","Low","202404-5-Influenza A"
"202445","45","11/03/2024","11/09/2024","2024-2025","Influenza A","10","Racine Ave PS","2024","5,962.5","9.77542839205","2.3","Minimal","202445-10-Influenza A"
"202509","9","02/23/2025","03/01/2025","2024-2025","RSV","10","Racine Ave PS","2025","21,900","10.34044411484","3.6","Low","202509-10-RSV"
"202544","44","10/26/2025","11/01/2025","2025-2026","Influenza A","4","Austin/Montclare","2025","0",,"0","Minimal","202544-4-Influenza A"
"202401","1","12/31/2023","01/06/2024","2023-2024","Influenza A","4","Austin/Montclare","2024","102,787.5","11.01194030327","10.4","Moderate","202401-4-Influenza A"
"202536","36","08/31/2025","09/06/2025","2024-2025","Influenza A","4","Austin/Montclare","2025","0",,"0","Minimal","202536-4-Influenza A"
"202528","28","07/06/2025","07/12/2025","2024-2025","RSV","11","125th St PS","2025","2,175","9.33745926129","1.1","Minimal","202528-11-RSV"
"202301","1","01/01/2023","01/07/2023","2022-2023","Influenza B","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202301-5-Influenza B"
"202352","52","12/24/2023","12/30/2023","2023-2024","RSV","10","Racine Ave PS","2023","53,962.5","10.73209206166","7.2","Moderate","202352-10-RSV"
"202210","10","03/06/2022","03/12/2022","2021-2022","Influenza A","6","West Pullman/Roseland","2022",,,"0","Minimal","202210-6-Influenza A"
"202510","10","03/02/2025","03/08/2025","2024-2025","Influenza B","11","125th St PS","2025","2,100","9.32221929473","1.1","Minimal","202510-11-Influenza B"
"202447","47","11/17/2024","11/23/2024","2024-2025","Influenza B","4","Austin/Montclare","2024","0",,"0","Minimal","202447-4-Influenza B"
"202311","11","03/12/2023","03/18/2023","2022-2023","Influenza A","4","Austin/Montclare","2023","2,100","9.32221929473","1","Minimal","202311-4-Influenza A"
"202514","14","03/30/2025","04/05/2025","2024-2025","SARS-CoV-2","4","Austin/Montclare","2025","164,812.5","11.21699014714","3.5","Moderate","202514-4-SARS-CoV-2"
"202232","32","08/07/2022","08/13/2022","2021-2022","SARS-CoV-2","6","West Pullman/Roseland","2022","77,437.5","10.88895132372","4","Moderate","202232-6-SARS-CoV-2"
"202602","2","01/11/2026","01/17/2026","2025-2026","Influenza A","10","Racine Ave PS","2026","60,070.92962566","10.77866435291","7.7","Moderate","202602-10-Influenza A"
"202306","6","02/05/2023","02/11/2023","2022-2023","RSV","5","Chicago Lawn/Ashburn","2023",,,"0","Minimal","202306-5-RSV"
"202322","22","05/28/2023","06/03/2023","2022-2023","RSV","999","All sites","2023","283.92857142857","8.45320909731","0","Minimal","202322-999-RSV"
"202242","42","10/16/2022","10/22/2022","2022-2023","Influenza A","8","Little Village","2022","0",,"0","Minimal","202242-8-Influenza A"
"202552","52","12/21/2025","12/27/2025","2025-2026","Influenza A","5","Chicago Lawn/Ashburn","2025","53,475","10.72815079324","6.5","Moderate","202552-5-Influenza A"
"202329","29","07/16/2023","07/22/2023","2022-2023","RSV","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202329-5-RSV"
"202350","50","12/10/2023","12/16/2023","2023-2024","SARS-CoV-2","10","Racine Ave PS","2023","781,425","11.89288730142","11.8","Very High","202350-10-SARS-CoV-2"
"202553","53","12/28/2025","01/03/2026","2025-2026","SARS-CoV-2","10","Racine Ave PS","2025","673,087.5","11.82807152529","10.6","Very High","202553-10-SARS-CoV-2"
"202419","19","05/05/2024","05/11/2024","2023-2024","Influenza B","999","All sites","2024","3,069.64285714286","9.48708784968","0","Minimal","202419-999-Influenza B"
"202421","21","05/19/2024","05/25/2024","2023-2024","Influenza A","999","All sites","2024","1,467.85714285714","9.16668379053","0","Minimal","202421-999-Influenza A"
"202319","19","05/07/2023","05/13/2023","2022-2023","SARS-CoV-2","6","West Pullman/Roseland","2023","75,787.5","10.87959758124","4.4","Moderate","202319-6-SARS-CoV-2"
"202315","15","04/09/2023","04/15/2023","2022-2023","RSV","5","Chicago Lawn/Ashburn","2023","0",,"0","Minimal","202315-5-RSV"
"202436","36","09/01/2024","09/07/2024","2023-2024","Influenza B","9","North Branch PS","2024","0",,"0","Minimal","202436-9-Influenza B"
"202445","45","11/03/2024","11/09/2024","2024-2025","RSV","9","North Branch PS","2024","6,000","9.77815125038","2.3","Minimal","202445-9-RSV"
"202429","29","07/14/2024","07/20/2024","2023-2024","Influenza A","5","Chicago Lawn/Ashburn","2024","0",,"0","Minimal","202429-5-Influenza A"
"202502","2","01/05/2025","01/11/2025","2024-2025","Influenza A","10","Racine Ave PS","2025","176,925","11.24778920428","17.6","High","202502-10-Influenza A"
"202503","3","01/12/2025","01/18/2025","2024-2025","Influenza B","11","125th St PS","2025","0",,"0","Minimal","202503-11-Influenza B"
"202235","35","08/28/2022","09/03/2022","2021-2022","Influenza B","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202235-5-Influenza B"
"202234","34","08/21/2022","08/27/2022","2021-2022","SARS-CoV-2","5","Chicago Lawn/Ashburn","2022","185,962.5","11.26942537602","4","Moderate","202234-5-SARS-CoV-2"
"202506","6","02/02/2025","02/08/2025","2024-2025","SARS-CoV-2","5","Chicago Lawn/Ashburn","2025","254,775","11.40615681026","4.9","Moderate","202506-5-SARS-CoV-2"
"202240","40","10/02/2022","10/08/2022","2022-2023","Influenza A","5","Chicago Lawn/Ashburn","2022",,,"0","Minimal","202240-5-Influenza A"
"202404","4","01/21/2024","01/27/2024","2023-2024","SARS-CoV-2","5","Chicago Lawn/Ashburn","2024","1,174,837.5","12.06997780045","13.2","Very High","202404-5-SARS-CoV-2"
"202437","37","09/08/2024","09/14/2024","2023-2024","Influenza A","4","Austin/Montclare","2024","0",,"0","Minimal","202437-4-Influenza A"
"202421","21","05/19/2024","05/25/2024","2023-2024","RSV","4","Austin/Montclare","2024","0",,"0","Minimal","202421-4-RSV"
"202437","37","09/08/2024","09/14/2024","2023-2024","SARS-CoV-2","5","Chicago Lawn/Ashburn","2024","429,262.5","11.63272295055","7.5","High","202437-5-SARS-CoV-2"
"202325","25","06/18/2023","06/24/2023","2022-2023","RSV","11","125th St PS","2023","3,937.5","9.5952205668","1","Minimal","202325-11-RSV"
"202523","23","06/01/2025","06/07/2025","2024-2025","Influenza B","11","125th St PS","2025","0",,"0","Minimal","202523-11-Influenza B"
"202424","24","06/09/2024","06/15/2024","2023-2024","RSV","9","North Branch PS","2024","0",,"0","Minimal","202424-9-RSV"
"202526","26","06/22/2025","06/28/2025","2024-2025","SARS-CoV-2","5","Chicago Lawn/Ashburn","2025","15,675","10.1952075495","0.9","Minimal","202526-5-SARS-CoV-2"
"202544","44","10/26/2025","11/01/2025","2025-2026","RSV","11","125th St PS","2025","0",,"0","Minimal","202544-11-RSV"
"202250","50","12/11/2022","12/17/2022","2022-2023","Influenza A","5","Chicago Lawn/Ashburn","2022","214,800","11.33203427703","17.7","Very High","202250-5-Influenza A"
"202311","11","03/12/2023","03/18/2023","2022-2023","SARS-CoV-2","6","West Pullman/Roseland","2023","194,212.5","11.28827717875","8.1","Very High","202311-6-SARS-CoV-2"
"202406","6","02/04/2024","02/10/2024","2023-2024","Influenza A","5","Chicago Lawn/Ashburn","2024","21,900","10.34044411484","3.4","Low","202406-5-Influenza A"
"202502","2","01/05/2025","01/11/2025","2024-2025","Influenza A","4","Austin/Montclare","2025","162,037.5","11.20961553404","14.5","High","202502-4-Influenza A"
"202421","21","05/19/2024","05/25/2024","2023-2024","Influenza B","8","Little Village","2024","0",,"0","Minimal","202421-8-Influenza B"
"202531","31","07/27/2025","08/02/2025","2024-2025","RSV","4","Austin/Montclare","2025","0",,"0","Minimal","202531-4-RSV"
"202432","32","08/04/2024","08/10/2024","2023-2024","RSV","999","All sites","2024","0",,"0","Minimal","202432-999-RSV"
